"TID","Comment","EN","JP","KR","FR","DE"
"TID_STATUS_JOINING",,"Waiting to be hired","作業の割り当てを待っています","작업 배정을 기다리는 중","En attente d'un emploi","Wartet auf Rekrutierung"
"TID_PEASANT",,"Villager","村人","마을 주민","Villageois","Dorfbewohner"
"TID_WORKSITE_NO_WORKER",,"No villager assigned","村人が割り当てられていません","배정된 마을 주민 없음","Aucun villageois assigné","Kein Dorfbewohner zugewiesen"
"TID_JOB_WAIT_FOR_STORAGE_LATER",,"<storage> full in <time>","<storage>がいっぱいになるまで<time>","<storage> 가득 차기까지: <time>","<storage> plein dans <time>","<storage> in <time> voll"
"TID_JOB_MISSING_STORAGE_LATER",,"<storage> required","<storage>が必要です","<storage> 필요","<storage> requis","<storage> benötigt"
"TID_JOB_WAIT_FOR_INPUT_LATER",,"Enough <input> for <time>","<input>が足りなくなるまで<time>","<input> 부족까지: <time>","Assez de <input> pour <time>","Genug <input> für <time>"
"TID_JOB_WAIT_FOR_INPUT_LATER_2",,"Enough <input> and <input2> for <time>","<input>と<input2>が足りなくなるまで<time>","<input> 또는 <input2> 부족까지: <time>","Assez de <input> et <input2> pour <time>","Genug <input> und <input2> für <time>"
"TID_JOB_NOTHING_TO_HARVEST_LATER",,"All harvested after <time>","収穫完了まで<time>","전체 수확 완료까지: <time>","Récolte terminée dans <time>","Ernte in <time> abgeschlossen"
"TID_JOB_WORKER_HUNGRY_LATER",,"Enough soup for <time>","スープが足りなくなるまで<time>","수프 부족까지: <time>","Assez de soupe pour <time>","Genug Suppe für <time>"
"TID_JOB_NOWHERE_FOR_INPUT_LATER",,"Enough <input> for <time>","<input>が足りなくなるまで<time>","<input> 부족까지: <time>","Assez de <input> pour <time>","Genug <input> für <time>"
"TID_JOB_NOWHERE_FOR_INPUT_LATER_2",,"Enough <input> and <input2> for <time>","<input>と<input2>が足りなくなるまで<time>","<input> 또는 <input2> 부족까지: <time>","Assez de <input> et <input2> pour <time>","Genug <input> und <input2> für <time>"
"TID_WORKSITE_PREDICTION_EFF",,"Ready in <time>. Efficiency: <eff>%","完成まで<time>（効率：<eff>％）","완료까지: <time> (효율성: <eff>%)","Prêt dans <time>. Efficacité : <eff> %","Fertig in <time>. Effizienz: <eff> %"
"TID_WORKSITE_PREDICTION",,"Ready in <time>","完成まで<time>","완료까지: <time>","Prêt dans <time>","Fertig in <time>"
"TID_WORKSITE_READY_NOTIFICATION",,"Job done at <name>.","<name>での作業が完了しました","<name>에서 작업 완료","Travail terminé (<name>)","Aufgabe in <name> erledigt."
"TID_WORKSITE_PROBLEM_NOTIFICATION",,"Job blocked at <name>: <reason>","<name>での作業が停止しています：<reason>","<name>에서 작업 정지 (이유: <reason>)","Travail bloqué (<name>) : <reason>","Aufgabe bei <name> gesperrt: <reason>"
"TID_NOT_PREDICTIING_FAR_ENOUGH",,"Not finishing in the next <time>. Efficiency: <eff>%","<time>以上かかります（効率：<eff>％）","<time> 내에 완료되지 않음 (효율성: <eff>%)","Pas fini dans les <time> à venir. Efficacité : <eff> %","Schließt nicht im nächsten <time> ab. Effizienz: <eff> %"
"TID_AUTO_PRODUCTION_GEMS_PREDICTION",,"Gems ready to collect in <time>.","クリスタルが回収可能になるまで<time>","보석 수집까지 <time>.","Gemmes à récupérer dans <time>","Juwelen in <time> bereit zum einsammeln."
"TID_AUTO_PRODUCTION_GEMS_EXPIRE_PREDICTION_WARNING",,"Gems expiring soon! <time>","クリスタルがあと<time>で消滅します！","보석이 곧 만료됩니다! <time>","Les gemmes expirent bientôt (<time>) !","Juwelen verfallen bald! <time>"
"TID_AUTO_PRODUCTION_GEMS_EXPIRE_PREDICTION",,"Gems expiring in <time>","クリスタルが消滅するまで<time>","보석 만료까지 <time>","Les gemmes expireront dans <time> !","Juwelen verfallen in <time>"
"TID_WORKSITE_NOTIFICATION_SET",,"Reminder set for <name>","<name>のアラームを設定しました","<name> 알림 설정","Rappel défini pour : <name>","Erinnerung für <name> gestellt"
"TID_WORKSITE_NOTIFICATION_REMOVED",,"Reminder removed","アラームを解除しました","알림 삭제","Rappel annulé","Erinnerung entfernt"
"TID_OBSTACLE_TREE_SMALL",,"Small Tree","小さな木","작은 나무","Petit arbre","Kleiner Baum"
"TID_OBSTACLE_TREE_MEDIUM",,"Tree","木","나무","Arbre","Baum"
"TID_OBSTACLE_TREE_BIG",,"Big Tree","大きな木","큰 나무","Grand arbre","Großer Baum"
"TID_OBSTACLE_BERRY_BUSH",,"Raspberries","ラズベリー","라즈베리","Framboises","Himbeeren"
"TID_OBSTACLE_MUSHROOMS",,"Mushrooms","キノコ","버섯","Champignons","Pilze"
"TID_OBSTACLE_STONE",,"Stone","岩","돌","Pierre","Stein"
"TID_OBSTACLE_BIG_STONE",,"Large Stone","大きな岩","큰 돌","Grande pierre","Großer Stein"
"TID_OBSTACLE_CLAY",,"Clay Deposit","粘土の岩","점토 덩이","Tas d'argile","Lehmvorkommen"
"TID_OBSTACLE_BIG_CLAY",,"Large Clay Deposit","大きな粘土の岩","큰 점토 덩이","Montagne d'argile","Großes Lehmvorkommen"
"TID_OBSTACLE_TREE_CLUMP_SMALL",,"Stand of Trees","木立","작은 나무 숲","Bocage","Baumgruppe"
"TID_OBSTACLE_TREE_CLUMP_MEDIUM",,"Cluster of Trees","木の群集","중간 나무 숲","Boqueteau","Baumansammlung"
"TID_OBSTACLE_TREE_CLUMP_BIG",,"Thicket of Trees","林","큰 나무 숲","Bosquet","Baumdickicht"
"TID_OBSTACLE_PUMPKINS",,"Pumpkins","カボチャ","호박","Citrouilles","Kürbisse"
"TID_OBSTACLE_CHOOSE_WORKER_TITLE",,"Choose a villager","村人を選択","마을 주민 선택","Choix du villageois","Dorfbewohner auswählen"
"TID_OBSTACLE_CHOOSE_WORKER_TEXT",,,,,,
"TID_CHOOSE_WORKER_ASSIGN_BUTTON",,"Assign Villager","村人を割り当てる","마을 주민 배정","Assigner","Dorfbewohner zuweisen"
"TID_INFO_DEEP_FOREST",,"Chopping wood in a Deep Forest is slower, but it never runs out of trees.","深い森の中で木を切るにはいつもより時間がかかりますが、木材はいくらでも手に入ります。","깊은 숲에서 나무를 베면 속도는 느려도 나무가 부족할 일은 없습니다.","Couper du bois dans la forêt profonde est plus long, mais les arbres ne disparaissent pas.","Tief im Wald Holz zu hacken dauert zwar länger, dafür gibt es dort unbegrenzt Bäume."
"TID_FILL_BOOST_BUTTON",,"Fill <AMOUNT> sec","<AMOUNT>秒スキップ","<AMOUNT>초 채우기","Ajouter <AMOUNT> s","<AMOUNT> Sek. auff."
"TID_BUTTON_ASSIGN_WORK",,"Assign Work","作業を割り当てる","작업 배정","Assigner","Arbeit zuweisen"
"TID_BUTTON_ASSIGN_WORKER",,"Assign Villager","村人を割り当てる","마을 주민 배정","Assigner","Dorfbewohner zuweisen"
"TID_BUTTON_HIRE_WORKER",,"Hire Villager","村人を雇う","마을 주민 고용","Embaucher","Dorfbewohner rekrutieren"
"TID_BUTTON_DISMISS_WORKER",,"Dismiss Villager","村人を解雇する","마을 주민 보내기","Renvoyer","Dorfbewohner entlassen"
"TID_BUTTON_CANCEL_WORK",,"Cancel","キャンセル","취소","Annuler","Abbrechen"
"TID_BUTTON_OKAY",,"Okay","OK","확인","OK","Okay"
"TID_BUTTON_YES",,"Yes","はい","예","Oui","Ja"
"TID_BUTTON_NO",,"No","いいえ","아니오","Non","Nein"
"TID_BUTTON_X",,"X","X","X","X","X"
"TID_BUTTON_CANCEL",,"Cancel","キャンセル","취소","Annuler","Abbrechen"
"TID_BUTTON_INFO",,"Info","情報","정보","Informations","Info"
"TID_BUTTON_BOOST",,"Use Nectar","ネクターを使う","넥타 사용","Utiliser le nectar","Nektar verwenden"
"TID_BUTTON_FREE",,"FREE","無料","무료","Gratuit","KOSTENLOS"
"TID_BUTTON_UPGRADE",,"Upgrade","アップグレード","업그레이드","Améliorer","Verbessern"
"TID_BUTTON_CONSTRUCT",,"Construct","建設","건설","Construire","Bauen"
"TID_RESEARCH_SCROLL_INFO",,"Use scrolls to speed up research","巻物を使うと開発をスピードアップできます","두루마리를 사용해 연구 속도를 올리세요.","Utilisez des parchemins pour accélérer les recherches.","Verwende Schriftrollen, um die Forschung zu beschleunigen"
"TID_BUTTON_RESEARCH",,"Research Tree","開発ツリー","연구 순서도","Arbre de recherche","Forschungsbaum"
"TID_BUTTON_QUEST",,"Quest","クエスト","퀘스트","Quête","Quest"
"TID_BUTTON_ENTER_SHOP",,"Enter Shop","ショップに入る","상점 입장","Magasin","Shop besuchen"
"TID_BUTTON_OFFERS",,"Offers","セール品","특별 상품","Offres","Angebote"
"TID_BUTTON_WORKERS",,"VILLAGERS","村人","마을 주민","Villageois","DORFBEWOHNER"
"TID_BUTTON_DONE",,"Done","完了","완료","Terminé","Fertig"
"TID_BUTTON_NO_WORKER",,"No Villager","村人なし","마을 주민 없음","Aucun villageois","Kein Dorfbewohner"
"TID_BUTTON_ADD_WORKER",,"Add Villager","村人を追加","마을 주민 추가","Ajouter villageois","Dorfbewohner hinzufügen"
"TID_BUTTON_SELECT_WORKER",,"Select Villager","村人を選択","마을 주민 선택","Choisir villageois","Dorfbewohner auswählen"
"TID_BUTTON_HOME",,"MY VILLAGE","ホーム","내 마을","Mon village","MEIN DORF"
"TID_BUTTON_DONATE",,"Donate","寄付","지원","Donner","Spenden"
"TID_BUTTON_DONATE_N",,"Donate <n>","<n>を寄付","<n> 지원","Donner <n>","<n> spenden"
"TID_BUTTON_COLLECT",,"COLLECT","回収","수집","Récupérer","EINSAMMELN"
"TID_BUTTON_TOOL_INVENTORY",,"ITEMS","アイテム","아이템","Objets","GEGENSTÄNDE"
"TID_DONKEY_INFO",,"<FREE>/<TOTAL>","<FREE> / <TOTAL>","<FREE>/<TOTAL>","<FREE>/<TOTAL>","<FREE>/<TOTAL>"
"TID_OFFERS_MENU_TITLE",,"OFFERS","セール品","특별 상품","Offres","ANGEBOTE"
"TID_HARVEST_RESOURCE",,"Harvest <resource>","<resource>を収穫","<resource> 수확","Récolter <resource>","<resource> ernten"
"TID_OFFER_BOUGHT",,"Offer bought!","セール品を入手しました！","특별 상품 구매 완료!","Offre achetée !","Angebot gekauft!"
"TID_FREE_OFFER_BOUGHT",,"Offer claimed!","セール品を回収しました！","특별 상품 수령 완료!","Offre récupérée !","Angebot eingefordert!"
"TID_GEM_BUY_CONFIRMATION",,"<amount> gems received!","<amount>クリスタルを受け取りました！","보석 <amount>개를 받았습니다!","<amount> gemmes reçues !","<amount> Juwelen erhalten!"
"TID_BUNDLE_GEMS_CONFIRMATION",,"<ce53cff><amount> gems received!</c>","<ce53cff><amount>クリスタルを受け取りました！</c>","<ce53cff> 보석 <amount>개를 받았습니다!</c>","<amount><ce53cff> gemmes reçues !</c>","<ce53cff><amount> Juwelen erhalten!</c>"
"TID_OFFER_NO_LONGER_AVAILABLE",,"Sorry, offer no longer available.","セール品はもう入手できません。","죄송합니다. 더는 특별 상품을 구매할 수 없습니다.","Cette offre n'est plus disponible.","Angebot abgelaufen, tut uns leid!"
"TID_POPUP_FINISH_CURRENT_TASK_FIRST_TITLE",,"VILLAGER BUSY","村人は大忙し！","바쁜 마을 주민","Villageois occupé","DORFBEWOHNER BESCHÄFTIGT"
"TID_POPUP_FINISH_CURRENT_TASK_FIRST",,"This villager is busy! Do you want them to switch jobs?","この村人は作業中です！他の作業に割り当てなおしますか？","이 마을 주민은 바쁩니다! 마을 주민의 작업을 변경할까요?","Ce villageois est occupé. Voulez-vous changer son travail ?","Diese Person ist gerade beschäftigt! Soll die Arbeit gewechselt werden?"
"TID_POPUP_FINISH_CURRENT_TASK_FIRST_NO",,"No","いいえ","아니오","Non","Nein"
"TID_POPUP_FINISH_CURRENT_TASK_FIRST_YES",,"Yes","はい","예","Oui","Ja"
"TID_POPUP_FINISH_CURRENT_TASK_FIRST_UNDERSTOOD",,"Ok, got it!","分かりました","확인","C'est compris !","Ok, verstanden!"
"TID_POPUP_CANCEL_UPGRADE_TITLE",,"CANCEL UPGRADE","アップグレードをキャンセル","업그레이드 취소","Annuler l'amélioration","VERBESSERUNG ABBR."
"TID_POPUP_CANCEL_UPGRADE",,"Are you sure you want to cancel the building upgrade?","建物のアップグレードをキャンセルしますか？","정말로 건물 업그레이드를 취소할까요?","Voulez-vous annuler l'amélioration du bâtiment ?","Bist du sicher, dass du die Gebäudeverbesserung abbrechen möchtest?"
"TID_POPUP_CLAIM_TRASHING_OVERFLOW_TITLE",,"Discard Extra Rewards?","追加の報酬を破棄しますか？","추가 보상을 폐기할까요?","Jeter les récompenses superflues ?","Extrabelohnungen entfernen?"
"TID_POPUP_CLAIM_TRASHING_OVERFLOW_TEXT",,"Not enough room for more rewards.","追加の報酬を受け取るスペースがありません。","더 이상 보상을 받을 공간이 없습니다.","Il n'y a pas assez d'espace pour toutes les récompenses.","Nicht genug Platz für mehr Belohnungen."
"TID_CLAIM_TRASHING_HUD_PRINT",,"Rewards discarded","報酬を破棄しました","보상이 폐기되었습니다","Récompenses jetées","Belohnungen verworfen"
"TID_NO_FREE_WORKERS",,"No free villagers!","作業できる村人がいません！","한가한 마을 주민 없음!","Aucun villageois disponible !","Keine Dorfbewohner verfügbar!"
"TID_NO_FREE_HIRE_SPACE",,"Not enough space for another villager! Build more homes.","村人を追加する場所がありません！もっと家を建設しましょう。","다른 마을 주민이 있을 공간이 부족합니다! 집을 더 지으세요!","Pas assez d'espace disponible pour un autre villageois. Il faut construire des maisons.","Nicht genug Platz für weitere Dorfbewohner! Baue mehr Häuser."
"TID_HIRE_NEEDS_MORE",,"Requirements not met! Need more <name>","条件を満たしていません。<name>がもっと必要です！","필요 조건 불충족! <name> 더 필요!","Conditions non remplies. Il vous faut : <name>.","Voraussetzungen nicht erfüllt! Mehr <name> benötigt."
"TID_LUMBERJACK_BOOST",,"<value> woodcutting speed","伐採速度<value>","<value> 벌목 속도","Vitesse de coupe des arbres : <value>","<value> Tempo b. Holzhacken"
"TID_FARMER_BOOST",,"<value> growing speed","生育速度<value>","<value> 성장 속도","Vitesse de pousse : <value>","<value> Tempo b. Wachsen"
"TID_STONEMASON_BOOST",,"<value> stone cutting speed","採石速度<value>","<value> 채석 속도","Vitesse de minage de pierre : <value>","<value> Tempo b. Steine sägen"
"TID_BUILDER_BOOST",,"<value> building speed","建設速度<value>","<value> 건설 속도","Vitesse de construction : <value>","<value> Bautempo"
"TID_FORAGER_BOOST",,"<value> foraging speed","採集速度<value>","<value> 채집 속도","Vitesse de cueillette : <value>","<value> Tempo b. Nahrungssuche"
"TID_RESEARCHER_BOOST",,"<value> research speed","開発速度<value>","<value> 연구 속도","Vitesse de recherche : <value>","<value> Forschungstempo"
"TID_POPUP_DISMISS_WORKER_TITLE",,"DISMISS VILLAGER?","村人を解雇","마을 주민을 내보낼까요?","Renvoyer le villageois ?","DORFBEWOHNER ENTLASSEN?"
"TID_POPUP_DISMISS_WORKER",,"Are you sure you want to send this villager away forever?","この村人を手放しますか？","이 마을 주민을 영원히 내보내시겠어요?","Voulez-vous renvoyer ce villageois pour toujours ?","Bist du sicher, dass du diesen Dorfbewohner für immer fortschicken möchtest?"
"TID_POPUP_DISMISS_WORKER_NO",,"No","いいえ","아니오","Non","Nein"
