"Name","TID","NPC","Cart","Scale","CollisionShape","SpawnToBuilding","SpawnToObstacle","SpawnToNation","MaxCompletions","CooldownSeconds","MinNationLevel","MaxNationLevel","BuildingNeeded","BuildingLevelNeeded","TechNeeded","OtherChallengeNeeded","OtherChallengeStagesCompleteNeeded","Stage","AvailableTID","AvailableSCW","AvailableIconSWF","AvailableIconExportName","AvailableSeconds","AvailableBGExportName","ActiveTID","ActiveSCW","ActiveIconSWF","ActiveIconExportName","ActiveSeconds","ActiveBGExportName","TaskCount","CoinTaskMinPercentage","CoinTaskMaxPercentage","RequiredAmountPercentage","CoinRewardSizePercentage","KnowledgeRewardSizePercentage","ReputationRewardSizePercentage","ResourceOrTag1","ResourceOrTag2","ResourceOrTag3","WorkerJobSeconds","WorkerJobTID","WorkerJobBGExportName","WorkerJobProfession","WorkerJobRewardData1","WorkerJobRewardAmount1","WorkerJobRewardData2","WorkerJobRewardAmount2","WorkerJobRewardReputation","WorkerJobRewardNationKnowledge","WinTID","WinSCW","WinIconSWF","WinIconExportName","WinBGExportName","LoseTID","LoseSCW","LoseIconSWF","LoseIconExportName","LoseBGExportName","ReviewSeconds","RewardPerk","RewardPerkSeconds","RewardNationKnowledge","RewardTradePartner","PreventTaskGemming","NoTaskFiltering","EvenTaskRequirementDistribution","FixedVillageLevelForTasks","Pool","OnCompletionStartChallenges","RewardIcons","RewardIconTooltips"
"Challenge007_Ruins01","TID_CHALLENGE007_RUINS01_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteGrandMonument",,1209600,3,,"NationMonument01",5,,,,1,"TID_CHALLENGE007_RUINS01_INTRO","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_wave",86400,"bg_image_valley_guilds","TID_CHALLENGE007_RUINS01_STAGE1","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_guilds",,,,,,,,,,,43200,"TID_CHALLENGE007_RUINS01_STAGE1_JOB_01","bg_image_village_library","Researcher","Science",108,,,,,"TID_CHALLENGE007_RUINS01_WIN","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_celebrate","bg_image_valley_guilds","TID_CHALLENGE007_RUINS01_LOSE_STAGE1","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_guilds",86400,,,500,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE007_RUINS01_STAGE1_JOB_02","bg_image_village_resource_clay","Claydigger","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE007_RUINS01_STAGE1_JOB_03","bg_image_village_resource_stone","Stonemason","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE007_RUINS01_STAGE1_JOB_04","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE007_RUINS01_STAGE1_JOB_05","bg_image_village_resource_wood","Lumberjack","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE007_RUINS01_STAGE1_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE007_RUINS01_STAGE2","prefab/valley_event_ancient_ruins.pfb#stage2","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_guilds",21,100,100,80,100,100,100,"FoodCrafted",,,,,,,,,,,,,,,,,,"TID_CHALLENGE007_RUINS01_LOSE_STAGE2","prefab/valley_event_ancient_ruins.pfb#stage2","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_guilds",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE007_RUINS01_STAGE3","prefab/valley_event_ancient_ruins.pfb#stage3","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_guilds",,,,,,,,,,,21600,"TID_CHALLENGE007_RUINS01_STAGE3_JOB_01","bg_image_village_library","Researcher","Science",54,,,,,,,,,,"TID_CHALLENGE007_RUINS01_LOSE_STAGE3","prefab/valley_event_ancient_ruins.pfb#stage3","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_guilds",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE007_RUINS01_STAGE3_JOB_02","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE007_RUINS01_STAGE3_JOB_03","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE007_RUINS01_STAGE3_JOB_04","bg_image_village_library","Researcher","Science",18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE007_RUINS01_STAGE3_JOB_05","bg_image_village_library","Researcher","Science",18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE007_RUINS01_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge008_Ruins02","TID_CHALLENGE008_RUINS02_TITLE","Librarian","ChallengeCart",100,"Academy",,,"ChallengeSiteGrandMonument",,1209600,3,,"NationMonument01",6,,"Challenge007_Ruins01",3,1,"TID_CHALLENGE008_RUINS02_INTRO","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_wave",86400,"bg_image_valley_guilds","TID_CHALLENGE008_RUINS02_STAGE1","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_guilds",18,100,100,80,100,100,100,"FoodCrafted",,,,,,,,,,,,,"TID_CHALLENGE008_RUINS02_WIN","prefab/valley_event_ancient_ruins.pfb#stage4","sc/ui.sc","sticker_librarian_celebrate","bg_image_valley_guilds","TID_CHALLENGE008_RUINS02_LOSE_STAGE1","prefab/valley_event_ancient_ruins.pfb#stage1","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_guilds",86400,,,1000,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE008_RUINS02_STAGE2","prefab/valley_event_ancient_ruins.pfb#stage2","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_guilds",,,,,,,,,,,43200,"TID_CHALLENGE008_RUINS02_STAGE2_JOB_01","bg_image_village_library","Researcher","Science",108,,,,,,,,,,"TID_CHALLENGE008_RUINS02_LOSE_STAGE2","prefab/valley_event_ancient_ruins.pfb#stage2","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_guilds",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE008_RUINS02_STAGE2_JOB_02","bg_image_village_resource_clay","Claydigger","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE008_RUINS02_STAGE2_JOB_03","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE008_RUINS02_STAGE2_JOB_04","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE008_RUINS02_STAGE2_JOB_05","bg_image_village_resource_stone","Stonemason","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE008_RUINS02_STAGE2_JOB_06","bg_image_village_resource_wood","Lumberjack","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE008_RUINS02_STAGE3","prefab/valley_event_ancient_ruins.pfb#stage3","sc/ui.sc","sticker_librarian_working",86400,"bg_image_valley_guilds",,,,,,,,,,,21600,"TID_CHALLENGE008_RUINS02_STAGE3_JOB_01","bg_image_village_library","Researcher","Science",54,,,,,,,,,,"TID_CHALLENGE008_RUINS02_LOSE_STAGE3","prefab/valley_event_ancient_ruins.pfb#stage3","sc/ui.sc","sticker_librarian_thankyou","bg_image_valley_guilds",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE008_RUINS02_STAGE3_JOB_02","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE008_RUINS02_STAGE3_JOB_03","bg_image_village_library","Researcher","Science",36,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE008_RUINS02_STAGE3_JOB_04","bg_image_village_library","Researcher","Science",18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE008_RUINS02_STAGE3_JOB_05","bg_image_village_library","Researcher","Science",18,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE008_RUINS02_STAGE3_JOB_06","bg_image_village_resource_clay","Claydigger","Coins",126,,,9,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge009_FishingFrenzy","TID_CHALLENGE009_FISHINGFRENZY_TITLE","Fisher","ChallengeCart",100,"Academy",,,"ChallengeSiteFishingHut",,1209600,5,,"NationFishingSpot",1,,,,1,"TID_CHALLENGE009_FISHINGFRENZY_INTRO","prefab/valley_event_fishing_frenzy.pfb#stage1","sc/ui.sc","sticker_fisherman_wave",86400,"bg_image_valley_event_fishing_frenzy","TID_CHALLENGE009_FISHINGFRENZY_STAGE1","prefab/valley_event_fishing_frenzy.pfb#stage1","sc/ui.sc","sticker_fisherman_working",86400,"bg_image_valley_event_fishing_frenzy",60,100,100,30,100,100,100,"FoodRawMaterial","FoodProdArea",,,,,,,,,,,,"TID_CHALLENGE009_FISHINGFRENZY_WIN","prefab/valley_event_fishing_frenzy.pfb#stage4","sc/ui.sc","sticker_fisherman_celebrate","bg_image_valley_event_fishing_frenzy","TID_CHALLENGE009_FISHINGFRENZY_LOSE_STAGE1","prefab/valley_event_fishing_frenzy.pfb#stage1","sc/ui.sc","sticker_fisherman_thankyou","bg_image_valley_event_fishing_frenzy",86400,"FasterNationFishingSpot",86400,,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE009_FISHINGFRENZY_STAGE2","prefab/valley_event_fishing_frenzy.pfb#stage2","sc/ui.sc","sticker_fisherman_working",86400,"bg_image_valley_event_fishing_frenzy",,,,,,,,,,,28800,"TID_CHALLENGE009_FISHINGFRENZY_STAGE2_JOB_01","bg_image_village_resource_clay","Claydigger","Coins",504,,,38,,,,,,,"TID_CHALLENGE009_FISHINGFRENZY_LOSE_STAGE2","prefab/valley_event_fishing_frenzy.pfb#stage2","sc/ui.sc","sticker_fisherman_thankyou","bg_image_valley_event_fishing_frenzy",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE009_FISHINGFRENZY_STAGE2_JOB_02","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE009_FISHINGFRENZY_STAGE2_JOB_03","bg_image_village_library","Researcher","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3","prefab/valley_event_fishing_frenzy.pfb#stage3","sc/ui.sc","sticker_fisherman_working",86400,"bg_image_valley_event_fishing_frenzy",,,,,,,,,,,7200,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3_JOB_01","bg_image_valley_background",,"Fish",5,,,,,,,,,,"TID_CHALLENGE009_FISHINGFRENZY_LOSE_STAGE3","prefab/valley_event_fishing_frenzy.pfb#stage3","sc/ui.sc","sticker_fisherman_thankyou","bg_image_valley_event_fishing_frenzy",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3_JOB_02","bg_image_valley_background",,"Fish",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3_JOB_03","bg_image_valley_background",,"Fish",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3_JOB_04","bg_image_valley_background",,"Fish",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3_JOB_05","bg_image_valley_background",,"Fish",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7200,"TID_CHALLENGE009_FISHINGFRENZY_STAGE3_JOB_06","bg_image_valley_background",,"Fish",5,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge010_MechaScarecrow","TID_CHALLENGE010_MECHASCARECROW_TITLE","Farmers","ChallengeCart",100,"Academy",,,"ChallengeSiteWheatField",,1209600,2,,"WheatField",1,,,,1,"TID_CHALLENGE010_MECHASCARECROW_INTRO","prefab/valley_event_mecha_scarecrow.pfb#stage1","sc/ui.sc","sticker_farmers_wave",86400,"bg_image_valley_event_mobile_scarecrow_force","TID_CHALLENGE010_MECHASCARECROW_STAGE1","prefab/valley_event_mecha_scarecrow.pfb#stage1","sc/ui.sc","sticker_farmers_working",86400,"bg_image_valley_event_mobile_scarecrow_force",,,,,,,,,,,43200,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_01","bg_image_village_library","Researcher","Science",108,,,,,"TID_CHALLENGE010_MECHASCARECROW_WIN","prefab/valley_event_mecha_scarecrow.pfb#stage4","sc/ui.sc","sticker_farmers_celebrate","bg_image_valley_event_mobile_scarecrow_force","TID_CHALLENGE010_MECHASCARECROW_LOSE_STAGE1","prefab/valley_event_mecha_scarecrow.pfb#stage1","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_mobile_scarecrow_force",86400,"FasterWheatField",86400,,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_02","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_03","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_06","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_07","bg_image_valley_wheat_field","Farmer","Wheat",32,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_08","bg_image_village_library","Researcher","Science",72,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_09","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_10","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_11","bg_image_village_library","Researcher","Science",108,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE010_MECHASCARECROW_STAGE1_JOB_12","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2,,,,,,,"TID_CHALLENGE010_MECHASCARECROW_STAGE2","prefab/valley_event_mecha_scarecrow.pfb#stage2","sc/ui.sc","sticker_farmers_working",86400,"bg_image_valley_event_mobile_scarecrow_force",30,100,100,60,100,100,100,"ConstructionAny","CraftsDye","ClothesProdArea",,,,,,,,,,,,,,,,"TID_CHALLENGE010_MECHASCARECROW_LOSE_STAGE2","prefab/valley_event_mecha_scarecrow.pfb#stage2","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_mobile_scarecrow_force",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,3,,,,,,,"TID_CHALLENGE010_MECHASCARECROW_STAGE3","prefab/valley_event_mecha_scarecrow.pfb#stage3","sc/ui.sc","sticker_farmers_working",86400,"bg_image_valley_event_mobile_scarecrow_force",,,,,,,,,,,43200,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_01","bg_image_village_library","Researcher","Coins",756,,,57,,,,,,,"TID_CHALLENGE010_MECHASCARECROW_LOSE_STAGE3","prefab/valley_event_mecha_scarecrow.pfb#stage3","sc/ui.sc","sticker_farmers_thankyou","bg_image_valley_event_mobile_scarecrow_force",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_02","bg_image_village_resource_stone","Stonemason","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_03","bg_image_village_resource_stone","Stonemason","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_04","bg_image_valley_background",,"Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_05","bg_image_valley_background",,"Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_06","bg_image_valley_wheat_field","Farmer","Wheat",40,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_07","bg_image_valley_background",,"Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_08","bg_image_valley_background",,"Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_09","bg_image_valley_wheat_field","Farmer","Wheat",32,,,20,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_10","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_11","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_12","bg_image_valley_background",,"Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_13","bg_image_valley_background",,"Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_14","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE010_MECHASCARECROW_STAGE3_JOB_15","bg_image_valley_background",,"Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
"Challenge011_PlaturtlePants","TID_CHALLENGE011_PLATURTLEPANTS_TITLE","Tailor","ChallengeCart",100,"Academy",,,"ChallengeSiteMountain2",,1209600,4,,"NationTailor",2,,"Challenge004_PlaturtlePancake",3,1,"TID_CHALLENGE011_PLATURTLEPANTS_INTRO","prefab/valley_event_platurtle_pants.pfb#stage1","sc/ui.sc","sticker_tailor_wave",86400,"bg_image_valley_event_platurtles_new_clothes","TID_CHALLENGE011_PLATURTLEPANTS_STAGE1","prefab/valley_event_platurtle_pants.pfb#stage1","sc/ui.sc","sticker_tailor_working",86400,"bg_image_valley_event_platurtles_new_clothes",,,,,,,,,,,28800,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_01","bg_image_valley_construction","Builder","Coins",504,,,38,,"TID_CHALLENGE011_PLATURTLEPANTS_WIN","prefab/valley_event_platurtle_pants.pfb#stage4","sc/ui.sc","sticker_tailor_celebrate","bg_image_valley_event_platurtles_new_clothes","TID_CHALLENGE011_PLATURTLEPANTS_LOSE_STAGE1","prefab/valley_event_platurtle_pants.pfb#stage1","sc/ui.sc","sticker_tailor_thankyou","bg_image_valley_event_platurtles_new_clothes",86400,"FasterNationTailor",86400,,,,,,,"Common",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43200,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_02","bg_image_village_resource_wood","Lumberjack","Coins",756,,,57,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32400,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_03","bg_image_valley_construction","Builder","Coins",567,,,43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_04","bg_image_village_library","Researcher","Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_05","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_06","bg_image_village_library","Researcher","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_07","bg_image_village_library","Researcher","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21600,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_08","bg_image_valley_construction","Builder","Coins",378,,,28,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28800,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_09","bg_image_valley_wheat_field","Farmer","Coins",504,,,38,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_10","bg_image_village_resource_wood","Lumberjack","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14400,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_11","bg_image_valley_construction","Builder","Coins",252,,,19,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000,"TID_CHALLENGE011_PLATURTLEPANTS_STAGE1_JOB_12","bg_image_valley_background",,"Coins",630,,,47,,,,,,,,,,,,,,,,,,,,,,,,
