"ResourceCount","T1","T2","T3","T4","T5","T6","T7","T8","T9","T10","T11","T12","T13","T14","T15","T16","T17","T18","T19","T20","T21","T22","T23","T24","T25","T26","T27","T28","T29","T30","T31","T32","T33","T34","T35","T36","T37","T38","T39","T40","T41","T42","T43","T44","T45","T46","T47","T48","T49","T50","T51","T52","T53","T54","T55","T56","T57","T58","T59","T60"
217000,10000,10000,10000,10000,9900,9900,6600,6000,5500,5100,4800,4600,4300,4200,4000,3800,3700,3600,3500,3400,3300,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1900,1800,1800
218000,10100,10000,10000,10000,10000,10000,6600,6000,5500,5200,4900,4600,4400,4200,4000,3900,3700,3600,3500,3400,3300,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800,1800
219000,10100,10100,10100,10000,10000,10000,6700,6000,5600,5200,4900,4600,4400,4200,4000,3900,3700,3600,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2700,2700,2600,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1900,1800
220000,10200,10200,10100,10100,10100,10100,6700,6100,5600,5200,4900,4600,4400,4200,4000,3900,3800,3600,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900,1800
221000,10200,10200,10200,10200,10100,10100,6700,6100,5600,5200,4900,4700,4400,4200,4100,3900,3800,3600,3500,3400,3300,3200,3200,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000,1900,1900,1900,1900,1900,1900
222000,10200,10200,10200,10200,10200,10200,6700,6100,5600,5300,4900,4700,4500,4300,4100,3900,3800,3700,3500,3400,3300,3300,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900
223000,10300,10200,10200,10200,10200,10200,6800,6100,5700,5300,5000,4700,4500,4300,4100,3900,3800,3700,3600,3500,3400,3300,3200,3100,3000,3000,2900,2900,2800,2700,2700,2700,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900,1900
224000,10300,10300,10200,10200,10200,10200,6800,6200,5700,5300,5000,4700,4500,4300,4100,4000,3800,3700,3600,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900
225000,10400,10400,10400,10300,10300,10300,6900,6200,5700,5300,5000,4800,4500,4300,4100,4000,3800,3700,3600,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900,1900
226000,10400,10400,10400,10400,10300,10300,6900,6200,5700,5400,5000,4800,4500,4300,4200,4000,3900,3700,3600,3500,3400,3300,3200,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900
227000,10400,10400,10400,10400,10400,10400,6900,6300,5800,5400,5100,4800,4600,4400,4200,4000,3900,3700,3600,3500,3400,3300,3200,3200,3100,3000,3000,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900,1900
228000,10500,10500,10500,10400,10400,10400,6900,6300,5800,5400,5100,4800,4600,4400,4200,4000,3900,3800,3600,3500,3400,3300,3300,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900
229000,10500,10500,10500,10500,10500,10500,7000,6300,5800,5400,5100,4800,4600,4400,4200,4000,3900,3800,3700,3500,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900,1900
230000,10600,10600,10600,10600,10500,10500,7000,6300,5800,5500,5100,4800,4600,4400,4200,4100,3900,3800,3700,3600,3500,3400,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2400,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,2000,1900
231000,10600,10600,10600,10600,10600,10600,7000,6400,5900,5500,5100,4900,4600,4400,4200,4100,3900,3800,3700,3600,3500,3400,3300,3200,3200,3100,3000,3000,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000,2000,1900
232000,10700,10700,10600,10600,10600,10600,7000,6400,5900,5500,5200,4900,4600,4400,4300,4100,4000,3800,3700,3600,3500,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000,2000
233000,10700,10700,10700,10700,10700,10600,7100,6400,5900,5500,5200,4900,4700,4500,4300,4100,4000,3800,3700,3600,3500,3400,3300,3300,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2400,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000,2000
234000,10800,10800,10700,10700,10700,10700,7100,6500,6000,5600,5200,4900,4700,4500,4300,4100,4000,3900,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000,2000,2000
235000,10800,10800,10800,10800,10700,10700,7100,6500,6000,5600,5200,5000,4700,4500,4300,4200,4000,3900,3800,3600,3500,3400,3400,3300,3200,3100,3100,3000,3000,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000
236000,10800,10800,10800,10800,10800,10800,7200,6500,6000,5600,5200,5000,4700,4500,4300,4200,4000,3900,3800,3700,3600,3500,3400,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2400,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000,2000
237000,10900,10900,10900,10900,10800,10800,7200,6500,6000,5600,5300,5000,4700,4500,4300,4200,4000,3900,3800,3700,3600,3500,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000
238000,11000,10900,10900,10900,10900,10900,7200,6600,6000,5600,5300,5000,4800,4600,4400,4200,4100,3900,3800,3700,3600,3500,3400,3300,3300,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000,2000
239000,11000,11000,11000,11000,11000,10900,7300,6600,6100,5700,5300,5000,4800,4600,4400,4200,4100,3900,3800,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100,2100,2000,2000,2000
240000,11000,11000,11000,11000,11000,11000,7300,6600,6100,5700,5300,5100,4800,4600,4400,4200,4100,4000,3800,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000
241000,11100,11100,11100,11100,11000,11000,7300,6600,6100,5700,5400,5100,4800,4600,4400,4300,4100,4000,3900,3700,3600,3500,3500,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000,2000
242000,11100,11100,11100,11100,11100,11100,7300,6700,6100,5700,5400,5100,4900,4600,4400,4300,4100,4000,3900,3800,3600,3600,3500,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000
243000,11200,11100,11100,11100,11100,11100,7400,6700,6200,5700,5400,5100,4900,4700,4500,4300,4100,4000,3900,3800,3700,3600,3500,3400,3300,3200,3200,3100,3100,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100,2000
244000,11200,11200,11200,11100,11100,11100,7400,6700,6200,5800,5400,5100,4900,4700,4500,4300,4200,4000,3900,3800,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100,2100,2100
245000,11300,11300,11200,11200,11200,11200,7400,6800,6200,5800,5500,5200,4900,4700,4500,4300,4200,4000,3900,3800,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100,2100
246000,11300,11300,11300,11300,11200,11200,7500,6800,6300,5800,5500,5200,4900,4700,4500,4300,4200,4100,3900,3800,3700,3600,3500,3400,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100,2100
247000,11400,11300,11300,11300,11300,11300,7500,6800,6300,5900,5500,5200,5000,4700,4500,4400,4200,4100,4000,3800,3700,3600,3500,3500,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100,2100
248000,11400,11400,11400,11400,11300,11300,7500,6800,6300,5900,5500,5200,5000,4800,4600,4400,4200,4100,4000,3800,3700,3600,3600,3500,3400,3300,3200,3200,3100,3100,3000,2900,2900,2900,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100,2100
249000,11400,11400,11400,11400,11400,11400,7500,6800,6300,5900,5500,5200,5000,4800,4600,4400,4200,4100,4000,3900,3800,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100,2100
250000,11500,11500,11400,11400,11400,11400,7600,6900,6300,5900,5600,5300,5000,4800,4600,4400,4300,4100,4000,3900,3800,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2100,2100,2100
251000,11600,11500,11500,11500,11500,11500,7600,6900,6400,5900,5600,5300,5000,4800,4600,4400,4300,4100,4000,3900,3800,3700,3600,3500,3400,3400,3300,3200,3200,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100
252000,11600,11600,11600,11500,11500,11500,7600,6900,6400,6000,5600,5300,5100,4800,4600,4500,4300,4200,4000,3900,3800,3700,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2500,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100,2100
253000,11600,11600,11600,11600,11600,11500,7700,7000,6400,6000,5600,5300,5100,4800,4600,4500,4300,4200,4000,3900,3800,3700,3600,3500,3500,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100
254000,11700,11700,11600,11600,11600,11600,7700,7000,6400,6000,5700,5400,5100,4900,4700,4500,4300,4200,4100,3900,3800,3700,3600,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200,2100
255000,11700,11700,11700,11700,11700,11600,7700,7000,6500,6000,5700,5400,5100,4900,4700,4500,4400,4200,4100,4000,3800,3700,3700,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2300,2300,2300,2300,2300,2200,2200,2200,2200,2100
256000,11700,11700,11700,11700,11700,11700,7800,7000,6500,6000,5700,5400,5100,4900,4700,4500,4400,4200,4100,4000,3900,3800,3700,3600,3500,3400,3300,3300,3200,3200,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200
257000,11800,11800,11800,11800,11700,11700,7800,7100,6500,6100,5700,5400,5200,4900,4700,4500,4400,4200,4100,4000,3900,3800,3700,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200,2200
258000,11900,11800,11800,11800,11800,11800,7800,7100,6600,6100,5700,5400,5200,4900,4700,4600,4400,4300,4100,4000,3900,3800,3700,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200
259000,11900,11900,11900,11800,11800,11800,7800,7100,6600,6100,5800,5500,5200,5000,4800,4600,4400,4300,4100,4000,3900,3800,3700,3600,3500,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200,2200
260000,11900,11900,11900,11900,11900,11900,7900,7200,6600,6200,5800,5500,5200,5000,4800,4600,4400,4300,4200,4000,3900,3800,3700,3600,3600,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2300,2200,2200,2200
261000,12000,12000,12000,11900,11900,11900,7900,7200,6600,6200,5800,5500,5200,5000,4800,4600,4500,4300,4200,4100,3900,3800,3700,3600,3600,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200,2200
262000,12000,12000,12000,12000,12000,12000,7900,7200,6700,6200,5800,5500,5200,5000,4800,4600,4500,4300,4200,4100,4000,3800,3700,3700,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2600,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2300,2200,2200
263000,12100,12100,12100,12000,12000,12000,8000,7200,6700,6200,5900,5500,5300,5000,4800,4700,4500,4300,4200,4100,4000,3900,3800,3700,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2300,2200,2200
264000,12100,12100,12100,12100,12000,12000,8000,7300,6700,6200,5900,5600,5300,5100,4800,4700,4500,4400,4200,4100,4000,3900,3800,3700,3600,3500,3500,3400,3300,3300,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200,2200
265000,12200,12100,12100,12100,12100,12100,8000,7300,6700,6300,5900,5600,5300,5100,4900,4700,4500,4400,4200,4100,4000,3900,3800,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2600,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2300,2200
266000,12200,12200,12200,12200,12100,12100,8100,7300,6800,6300,5900,5600,5300,5100,4900,4700,4500,4400,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2200
267000,12300,12300,12200,12200,12200,12200,8100,7400,6800,6300,5900,5600,5400,5100,4900,4700,4600,4400,4300,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2300
268000,12300,12300,12300,12300,12300,12200,8100,7400,6800,6400,6000,5700,5400,5100,4900,4700,4600,4400,4300,4200,4000,3900,3800,3700,3700,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300,2300
269000,12300,12300,12300,12300,12300,12300,8100,7400,6800,6400,6000,5700,5400,5100,4900,4800,4600,4400,4300,4200,4100,3900,3800,3800,3700,3600,3500,3400,3400,3300,3300,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300
270000,12400,12400,12300,12300,12300,12300,8200,7400,6800,6400,6000,5700,5400,5200,5000,4800,4600,4400,4300,4200,4100,4000,3900,3800,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300,2300
271000,12400,12400,12400,12400,12400,12400,8200,7500,6900,6400,6000,5700,5400,5200,5000,4800,4600,4500,4300,4200,4100,4000,3900,3800,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2400,2300,2300,2300
272000,12500,12500,12500,12400,12400,12400,8200,7500,6900,6400,6100,5700,5500,5200,5000,4800,4600,4500,4300,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300
273000,12500,12500,12500,12500,12500,12500,8300,7500,6900,6500,6100,5800,5500,5200,5000,4800,4700,4500,4400,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300,2300
274000,12600,12600,12500,12500,12500,12500,8300,7500,7000,6500,6100,5800,5500,5300,5000,4800,4700,4500,4400,4300,4100,4000,3900,3800,3700,3700,3600,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2400,2400,2400,2400,2400,2300,2300
275000,12600,12600,12600,12600,12500,12500,8300,7600,7000,6500,6100,5800,5500,5300,5100,4900,4700,4500,4400,4300,4100,4000,3900,3800,3800,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300,2300
276000,12700,12600,12600,12600,12600,12600,8400,7600,7000,6500,6100,5800,5500,5300,5100,4900,4700,4500,4400,4300,4200,4100,4000,3900,3800,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2400,2300
277000,12700,12700,12700,12700,12600,12600,8400,7600,7000,6500,6200,5800,5500,5300,5100,4900,4700,4600,4400,4300,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3200,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300
278000,12800,12700,12700,12700,12700,12700,8400,7600,7100,6600,6200,5900,5600,5300,5100,4900,4700,4600,4400,4300,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3100,3100,3100,3000,3000,2900,2900,2900,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2300
279000,12800,12800,12800,12700,12700,12700,8500,7700,7100,6600,6200,5900,5600,5300,5100,4900,4800,4600,4500,4300,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400,2400
280000,12900,12800,12800,12800,12800,12800,8500,7700,7100,6600,6200,5900,5600,5400,5100,5000,4800,4600,4500,4300,4200,4100,4000,3900,3800,3700,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400
281000,12900,12900,12900,12900,12900,12800,8500,7700,7100,6700,6300,5900,5600,5400,5200,5000,4800,4600,4500,4400,4200,4100,4000,3900,3800,3800,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400
282000,12900,12900,12900,12900,12900,12800,8500,7800,7200,6700,6300,5900,5600,5400,5200,5000,4800,4700,4500,4400,4300,4100,4000,3900,3900,3800,3700,3600,3500,3500,3400,3400,3300,3200,3200,3100,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400,2400
283000,12900,12900,12900,12900,12900,12900,8600,7800,7200,6700,6300,5900,5700,5400,5200,5000,4800,4700,4500,4400,4300,4200,4000,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400
284000,13100,13000,13000,13000,13000,13000,8600,7800,7200,6700,6300,6000,5700,5400,5200,5000,4800,4700,4500,4400,4300,4200,4100,4000,3900,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400,2400
285000,13100,13100,13100,13000,13000,13000,8600,7900,7200,6700,6300,6000,5700,5500,5200,5000,4900,4700,4600,4400,4300,4200,4100,4000,3900,3800,3700,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2700,2600,2600,2600,2500,2500,2500,2500,2500,2400,2400
286000,13100,13100,13100,13000,13000,13000,8700,7900,7300,6800,6400,6000,5700,5500,5300,5100,4900,4700,4600,4400,4300,4200,4100,4000,3900,3800,3700,3700,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400
287000,13200,13100,13100,13100,13100,13100,8700,7900,7300,6800,6400,6000,5800,5500,5300,5100,4900,4700,4600,4500,4300,4200,4100,4000,3900,3800,3800,3700,3600,3500,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400,2400
288000,13200,13200,13200,13200,13100,13100,8700,7900,7300,6800,6400,6100,5800,5500,5300,5100,4900,4800,4600,4500,4300,4200,4100,4000,3900,3800,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,3000,2900,2900,2800,2800,2800,2700,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400
289000,13300,13300,13200,13200,13200,13200,8800,8000,7300,6800,6400,6100,5800,5500,5300,5100,4900,4800,4600,4500,4400,4200,4100,4000,3900,3900,3800,3700,3600,3600,3500,3400,3400,3300,3300,3200,3200,3100,3100,3000,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2400
290000,13300,13300,13200,13200,13200,13200,8800,8000,7400,6900,6400,6100,5800,5600,5300,5100,4900,4800,4600,4500,4400,4300,4200,4100,4000,3900,3800,3700,3600,3600,3500,3500,3400,3300,3300,3200,3200,3100,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500,2500
291000,13300,13300,13300,13300,13300,13200,8800,8000,7400,6900,6500,6100,5800,5600,5300,5100,5000,4800,4600,4500,4400,4300,4200,4100,4000,3900,3800,3700,3700,3600,3500,3500,3400,3400,3300,3200,3200,3200,3100,3100,3000,3000,2900,2900,2900,2800,2800,2800,2700,2700,2700,2700,2600,2600,2600,2600,2500,2500,2500,2500
