"Name","TID","InfoTitleTID","InfoTID","NPCGreetingTID","ConstructionTech","BuildingClass","ShopBuildingClass","GroundLayer","IconSWF","XP","SCW","SCWUpgrade","SCWConstruction","SCWConstructionExtra","SCWClaim","SCWUiBase","CollisionShape","Scale","BeginBuildResource","BeginBuildCost","BuildResource1","BuildCost1","BuildResource2","BuildCost2","BuildResource3","BuildCost3","BuildResource4","BuildCost4","BuildResource5","BuildCost5","BuildResource6","BuildCost6","MoveResource","ColorizeMaterials","MoveCost","TownHallLevel","CastleLevel","Width","Height","WalkableBorder","IgnoreAdjacentBuildingSpace","ObstacleGrowthDistance","Icon","MaxStoredWood","MaxStoredBread","MaxStoredStone","MaxStoredFood","MaxStoredClay","MaxStoredPotionIngredient1","MaxStoredPotionIngredient2","MaxStoredPotionIngredient3","MaxStoredPotionIngredient4","MaxStoredPotionIngredient5","MaxStoredPotionIngredient6","MaxStoredCoins","MaxStoredWool","MaxStoredWheat","MaxStoredBerry","MaxStoredMushroom","MaxStoredEgg","MaxStoredMushroomPie","MaxStoredBerryCake","MaxStoredFish","MaxStoredCotton","MaxStoredIndigo","MaxStoredSugar","MaxStoredSalt","MaxStoredSugarApple","MaxStoredHoneyCookie","MaxStoredFishPie","MaxStoredApplePie","MaxStoredCakeRoyale","MaxStoredSaltedFish","MaxStoredSaltPot","MaxStoredHoneyPot","MaxStoredAppleJam","MaxStoredSweetHerring","MaxStoredDyeRed","MaxStoredDyeYellow","MaxStoredDyeBlue","MaxStoredDyeGreen","MaxStoredDyeOrange","MaxStoredDyePurple","MaxStoredDyeRainbow","MaxStoredPlushie","MaxStoredRuneGame","MaxStoredWoodenDuck","MaxStoredMarbles","MaxStoredWoodenDoll","MaxStoredSocks","MaxStoredTrousers","MaxStoredHat","MaxStoredTunic","MaxStoredShirt","MaxStoredDress","MaxStoredJacket","MaxStoredRainbowSuit","MaxStoredFigurine","MaxStoredPottery","MaxStoredStatuette","MaxStoredAppleJuice","MaxStoredFlour","MaxStoredHoney","MaxStoredApple","StartingResourcePercent","Profession","MaxWorkers","MaxRequestedWorkers","MaxAutomaticallyProducedResources","ProducesResource","ResourceBatchSeconds","ResourceBatchSize","AutomaticResourceBatchSeconds","ResourceMax","InputResource","InputResourceType","InputPerBatch","HarvestResource","WorkPos1","WorkAnim1","WorkPos2","WorkAnim2","PickUpEffect","PlacingEffect","RedMul","GreenMul","BlueMul","RedAdd","GreenAdd","BlueAdd","AmountCanBeUpgraded","Workers","SpawnResourceData","SpawnResourcePlantSeconds","SpawnResourceGrowSeconds","SpawnResourceHarvestSeconds","SpawnCount","SpawnPos1","SpawnPos2","SpawnPos3","SpawnPos4","Passable","SpeedPercentage","RandomDirection","RandomYaw","RandomPitch","RandomScale","RandomBaseDirection","RandomBaseYaw","StoredResourceNodePrefix","RequestAmount","RequestExpiryMinutes","RequestCooldownMinutes","DonationLimit","DonationSeconds","ConstantEffect","Specialty","MaxSpecialtyLevel","GoldCost","Service","ServiceButtonMini","ServiceButtonTab","CraftingSlots","CraftingQueue","NPC","EffectActivePos","EffectActiveName","EffectBoostPos","EffectBoostName","EffectBoostScalePercent","IconCameraZoom","IconCameraY","UIBackgroundExportName","UpgradeSignX","UpgradeSignY","UpgradeSignZ","UpgradeSignScale","LocationSound","AnimationAlwaysOn","VillageTaskProvider","SCWUnconstructed","TerrainHoleSize","DefaultTradePartner","PremiumTradePartner","TouchEffect"
,,,,,,,,,,0,,,,,,,,,,75,"Coins",68000,"Wood",25000,"Clay",15000,"Stone",13000,"Brick",4800,"Plank",4800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,76,"Coins",69000,"Stone",17000,"Brick",6300,"Plank",6500,"IronBar",2500,"Clay",10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,77,"Coins",70000,"Clay",17000,"Stone",15000,"Brick",5600,"Plank",5700,"Wood",15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,78,"Coins",71000,"IronBar",3700,"Stone",16000,"ReinforcedPlank",640,"Plank",5800,"Wood",16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,79,"Coins",72000,"Brick",7000,"Plank",8000,"Wood",21000,"Clay",12000,"Stone",11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,80,"Coins",73000,"ReinforcedPlank",820,"Nails",900,"IronBar",3100,"Plank",6000,"Brick",4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,81,"Coins",74000,"Clay",18000,"Stone",16000,"IronBar",3100,"Plank",6100,"Wood",16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,82,"Coins",75000,"Brick",8000,"Nails",930,"Wood",22000,"Clay",13000,"Stone",11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,83,"Coins",77000,"IronBar",4000,"Wood",25000,"Clay",15000,"ReinforcedPlank",600,"Brick",4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,84,"Coins",78000,"Nails",1060,"IronBar",3600,"Stone",15000,"Brick",5500,"Plank",5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,85,"Coins",79000,"Brick",8000,"Plank",8000,"Wood",23000,"ReinforcedPlank",620,"Stone",11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,86,"Coins",80000,"Wood",29000,"Clay",18000,"Stone",16000,"Brick",5600,"Plank",5600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,87,"Coins",81000,"Clay",20000,"IronBar",3800,"Brick",6500,"Plank",6600,"Wood",18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,88,"Coins",82000,"Brick",8000,"Plank",9000,"Wood",24000,"Clay",14000,"IronBar",2600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,89,"Coins",83000,"Plank",10000,"Wood",27000,"Clay",16000,"Nails",790,"Brick",5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,90,"Coins",84000,"Clay",21000,"IronBar",4000,"Brick",6800,"Plank",6900,"Wood",19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,91,"Coins",85000,"IronBar",4400,"Brick",8000,"Plank",8000,"Wood",22000,"Clay",13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,92,"Coins",86000,"Wood",32000,"Clay",19000,"Stone",17000,"IronBar",3200,"Plank",6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,93,"Coins",87000,"Clay",21000,"IronBar",4100,"Brick",7000,"Plank",7000,"Wood",19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,94,"Coins",89000,"Wood",33000,"Clay",20000,"Stone",17000,"Brick",6300,"Plank",6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,95,"Coins",90000,"ReinforcedPlank",1010,"Stone",20000,"Brick",7000,"IronBar",3300,"Wood",20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,96,"Coins",91000,"Clay",22000,"ReinforcedPlank",920,"Brick",7000,"Plank",7000,"Wood",20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,97,"Coins",92000,"Stone",22000,"Brick",8000,"Plank",9000,"Nails",880,"Clay",14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,98,"Coins",93000,"Brick",9000,"IronBar",4400,"Wood",27000,"Clay",16000,"Stone",14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,99,"Coins",94000,"Stone",23000,"Brick",9000,"Plank",9000,"Wood",24000,"Clay",14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,100,"Coins",95000,"ReinforcedPlank",1070,"Nails",1170,"Plank",9000,"Brick",6700,"Stone",14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,101,"Coins",96000,"Stone",23000,"Brick",9000,"Plank",9000,"Wood",25000,"IronBar",3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,102,"Coins",97000,"IronBar",5100,"Plank",10000,"Wood",29000,"Clay",17000,"Stone",14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,103,"Coins",98000,"Plank",12000,"IronBar",4600,"Clay",19000,"Stone",17000,"ReinforcedPlank",670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,104,"Coins",100000,"Wood",37000,"Clay",22000,"Stone",19000,"Brick",7000,"Plank",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,105,"Coins",101000,"Stone",24000,"Brick",9000,"Plank",9000,"IronBar",3700,"Clay",15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,106,"Coins",102000,"Clay",25000,"Stone",22000,"Brick",8000,"Plank",8000,"Wood",22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,107,"Coins",103000,"IronBar",5400,"Stone",22000,"ReinforcedPlank",930,"Plank",8000,"Wood",23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,108,"Coins",104000,"Brick",10000,"Plank",11000,"Wood",31000,"Clay",18000,"Stone",15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,109,"Coins",105000,"ReinforcedPlank",1180,"Nails",1290,"IronBar",4400,"Plank",9000,"Brick",6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,110,"Coins",106000,"Clay",26000,"Stone",23000,"IronBar",4400,"Plank",9000,"Wood",23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,111,"Coins",107000,"Brick",11000,"Nails",1310,"Wood",32000,"Clay",18000,"Stone",16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,112,"Coins",108000,"IronBar",5600,"Wood",36000,"Clay",21000,"ReinforcedPlank",850,"Brick",6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,113,"Coins",109000,"Nails",1490,"IronBar",5100,"Stone",21000,"Brick",8000,"Plank",8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,114,"Coins",111000,"Brick",11000,"Plank",12000,"Wood",32000,"ReinforcedPlank",870,"Stone",16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,115,"Coins",112000,"Wood",41000,"Clay",25000,"Stone",22000,"Brick",8000,"Plank",8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,116,"Coins",113000,"Clay",28000,"IronBar",5300,"Brick",9000,"Plank",9000,"Wood",25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,117,"Coins",114000,"Brick",11000,"Plank",12000,"Wood",33000,"Clay",20000,"IronBar",3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,118,"Coins",115000,"Plank",13000,"Wood",38000,"Clay",23000,"Nails",1100,"Brick",7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,119,"Coins",116000,"Clay",28000,"IronBar",5400,"Brick",9000,"Plank",10000,"Wood",26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,120,"Coins",117000,"IronBar",6100,"Brick",11000,"Plank",11000,"Wood",30000,"Clay",17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,121,"Coins",118000,"Wood",43000,"Clay",26000,"Stone",23000,"IronBar",4300,"Plank",8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,122,"Coins",119000,"Clay",29000,"IronBar",5600,"Brick",10000,"Plank",10000,"Wood",26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,123,"Coins",120000,"Wood",44000,"Clay",27000,"Stone",23000,"Brick",9000,"Plank",8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,124,"Coins",121000,"ReinforcedPlank",1370,"Stone",27000,"Brick",10000,"IronBar",4400,"Wood",27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,125,"Coins",123000,"Clay",30000,"ReinforcedPlank",1240,"Brick",10000,"Plank",10000,"Wood",27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,126,"Coins",124000,"Stone",30000,"Brick",11000,"Plank",12000,"Nails",1180,"Clay",18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,127,"Coins",125000,"Stone",30000,"Brick",11000,"Plank",12000,"Wood",32000,"IronBar",3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,,,,,,,,128,"Coins",126000,"IronBar",6600,"Plank",13000,"Wood",37000,"Clay",22000,"Stone",18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
